aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;3002;6453
;2;3002;6453
;3;3001;6454
;4;3001;6452
;5;3001;6452
;6;3001;6454
;7;3002;6454
;8;3001;6452
;9;3002;6452
;10;3001;6454
;11;3001;6452
;12;3002;6450
;13;3001;6453
;14;3002;6454
;15;3001;6453
;16;3002;6451
;17;3002;6452
;18;3002;6455
;19;3001;6454
;20;3002;6452
;21;3001;6452
;22;3001;6454
;23;3001;6455
;24;3001;6454
;25;3001;6452
;26;3001;6451
;27;3001;6452
;28;3001;6454
;29;3001;6454
;30;3001;6452
;31;3002;6454
;32;3001;6451
;33;3001;6453
;34;3001;6454
;35;3002;6453
;36;3001;6452
;37;3000;6452
;38;3001;6452
;39;3001;6454
;40;3001;6452
;41;3001;6453
;42;3001;6454
;43;3001;6453
;44;3002;6455
;45;3002;6453
;46;3001;6454
;47;3002;6454
;48;3001;6453
;49;3001;6454
;50;3002;6453
;51;3001;6454
;52;3002;6453
;53;3001;6453
;54;3002;6453
;55;3001;6453
;56;3002;6455
;57;3001;6452
;58;3002;6454
;59;3002;6453
;60;3001;6454
;61;3002;6454
;62;3001;6454
;63;3002;6452
;64;3001;6452
;65;3001;6452
;66;3001;6453
;67;3001;6455
;68;3001;6453
;69;3001;6454
;70;3001;6453
;71;3002;6454
;72;3002;6454
;73;3001;6451
;74;3002;6453
;75;3001;6454
;76;3002;6453
;77;3001;6454
;78;3002;6454
;79;3002;6454
;80;3001;6454
;81;3001;6452
;82;3001;6454
;83;3001;6453
;84;3002;6451
;85;3001;6453
;86;3001;6453
;87;3002;6454
;88;3002;6454
;89;3001;6454
;90;3001;6451
;91;3002;6454
;92;3002;6453
;93;3001;6453
;94;3001;6452
;95;3001;6453
;96;3002;6450
;97;3001;6453
;98;3002;6455
;99;3001;6454
;100;3001;6454
;101;3002;6454
;102;3002;6451
;103;3001;6453
;104;3002;6452
;105;3001;6454
;106;3002;6455
;107;3001;6454
;108;3002;6455
;109;3002;6454
;110;3001;6453
;111;3002;6455
;112;3001;6451
;113;3001;6452
;114;3001;6455
;115;3001;6451
;116;3001;6453
;117;3001;6451
;118;3001;6451
;119;3002;6452
;120;3001;6454
;121;3001;6455
;122;3002;6455
;123;3001;6452
;124;3001;6452
;125;3002;6450
;126;3001;6453
;127;3002;6451
;128;3002;6455
;129;3002;6454
;130;3001;6454
;131;3002;6454
;132;3001;6453
;133;3002;6452
;134;3000;6454
;135;3001;6454
;136;3001;6453
;137;3002;6454
;138;3001;6454
;139;3002;6454
