aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;3129;5945
;2;3128;5945
;3;3129;5953
;4;3129;5946
;5;3129;5946
;6;3129;5946
;7;3136;5946
;8;3129;5946
;9;3129;5946
;10;3136;5946
;11;3129;5946
;12;3129;5946
;13;3129;5953
;14;3129;5946
;15;3129;5946
;16;3129;5953
;17;3129;5946
;18;3129;5946
;19;3129;5946
;20;3129;5946
;21;3129;5946
;22;3129;5946
;23;3136;5946
;24;3129;5946
;25;3129;5946
;26;3129;5953
;27;3129;5946
;28;3129;5946
;29;3129;5953
;30;3129;5946
;31;3129;5946
;32;3129;5953
;33;3129;5946
;34;3129;5946
;35;3129;5946
;36;3136;5946
;37;3129;5946
;38;3129;5946
;39;3136;5946
;40;3129;5946
;41;3129;5946
;42;3129;5953
;43;3129;5946
;44;3129;5946
;45;3129;5952
;46;3129;5945
;47;3129;5946
;48;3129;5946
;49;3129;5946
;50;3129;5946
;51;3129;5946
;52;3136;5946
;53;3129;5946
;54;3129;5946
;55;3129;5953
;56;3129;5946
;57;3129;5946
;58;3129;5953
;59;3129;5946
;60;3129;5946
;61;3129;5953
;62;3129;5946
;63;3129;5946
;64;3129;5946
;65;3136;5946
;66;3129;5946
;67;3129;5946
;68;3136;5946
;69;3129;5946
;70;3129;5946
;71;3129;5953
;72;3129;5946
;73;3129;5946
;74;3129;5953
;75;3129;5946
;76;3129;5946
;77;3129;5946
;78;3129;5946
;79;3129;5946
;80;3129;5946
;81;3136;5946
;82;3129;5946
;83;3129;5946
;84;3129;5953
;85;3129;5946
;86;3129;5946
;87;3129;5953
;88;3129;5946
;89;3129;5945
;90;3129;5952
;91;3129;5946
;92;3129;5946
;93;3129;5946
;94;3136;5946
;95;3129;5946
;96;3129;5946
;97;3136;5946
;98;3129;5946
;99;3129;5946
;100;3129;5953
;101;3129;5946
;102;3129;5946
;103;3129;5953
;104;3129;5946
;105;3129;5946
;106;3129;5946
;107;3129;5946
;108;3129;5946
;109;3129;5946
;110;3136;5946
;111;3129;5946
;112;3129;5946
;113;3129;5953
;114;3129;5946
;115;3129;5946
;116;3129;5953
;117;3129;5946
;118;3129;5946
;119;3129;5953
;120;3129;5946
;121;3129;5946
;122;3129;5946
;123;3136;5946
;124;3129;5946
;125;3129;5946
;126;3136;5946
;127;3129;5946
;128;3129;5946
;129;3129;5953
;130;3129;5946
;131;3129;5946
;132;3129;5953
;133;3129;5946
;134;3128;5945
;135;3129;5946
;136;3129;5946
;137;3129;5946
;138;3129;5946
;139;3136;5946
;140;3129;5946
;141;3129;5946
;142;3129;5953
;143;3129;5946
;144;3129;5946
;145;3129;5953
;146;3129;5946
;147;3129;5946
;148;3129;5953
;149;3129;5946
;150;3129;5946
;151;3129;5946
;152;3129;5946
;153;3129;5946
;154;3129;5946
;155;3136;5946
;156;3129;5946
;157;3129;5946
;158;3129;5953
;159;3129;5946
;160;3129;5946
;161;3129;5953
;162;3129;5946
;163;3129;5946
;164;3129;5953
;165;3129;5946
;166;3129;5946
;167;3129;5946
;168;3136;5946
;169;3129;5946
;170;3129;5946
;171;3136;5946
;172;3129;5946
;173;3129;5946
;174;3129;5953
;175;3129;5946
;176;3129;5946
;177;3129;5952
;178;3129;5945
;179;3129;5946
;180;3129;5946
;181;3129;5946
;182;3129;5946
;183;3129;5946
;184;3136;5946
;185;3129;5946
;186;3129;5946
;187;3129;5953
;188;3129;5946
;189;3129;5946
;190;3129;5953
;191;3129;5946
;192;3129;5946
;193;3129;5953
;194;3129;5946
;195;3129;5946
;196;3129;5946
;197;3136;5946
;198;3129;5946
;199;3129;5946
;200;3136;5946
;201;3129;5946
;202;3129;5946
;203;3129;5953
;204;3129;5946
;205;3129;5946
;206;3129;5953
;207;3129;5946
;208;3129;5946
;209;3129;5953
;210;3129;5946
;211;3129;5946
;212;3129;5946
;213;3136;5946
;214;3129;5946
;215;3129;5946
;216;3129;5953
;217;3129;5946
;218;3129;5946
;219;3129;5953
;220;3129;5946
;221;3129;5946
;222;3129;5952
;223;3129;5946
;224;3129;5946
;225;3129;5946
;226;3129;5946
;227;3129;5946
;228;3129;5946
;229;3136;5946
;230;3129;5946
;231;3129;5946
;232;3129;5953
;233;3129;5946
;234;3129;5946
;235;3129;5953
;236;3129;5946
;237;3129;5946
;238;3129;5953
;239;3129;5946
;240;3129;5946
;241;3129;5946
;242;3136;5946
;243;3129;5946
;244;3129;5946
;245;3136;5946
;246;3129;5946
;247;3129;5946
;248;3129;5953
;249;3129;5946
;250;3129;5946
;251;3129;5953
;252;3129;5946
;253;3129;5946
;254;3129;5946
;255;3129;5946
;256;3129;5946
;257;3129;5946
;258;3136;5946
;259;3129;5946
;260;3129;5946
;261;3129;5953
;262;3129;5946
;263;3129;5946
;264;3129;5953
;265;3129;5946
;266;3128;5945
;267;3129;5953
;268;3129;5946
;269;3129;5946
;270;3129;5946
;271;3136;5946
;272;3129;5946
;273;3129;5946
;274;3136;5946
;275;3129;5946
;276;3129;5946
;277;3129;5953
;278;3129;5946
;279;3129;5946
;280;3129;5953
;281;3129;5946
;282;3129;5946
;283;3129;5953
;284;3129;5946
;285;3129;5946
;286;3129;5946
;287;3136;5946
;288;3129;5946
;289;3129;5946
;290;3136;5946
;291;3129;5946
;292;3129;5946
;293;3129;5953
;294;3129;5946
;295;3129;5946
;296;3129;5953
;297;3129;5946
;298;3129;5946
;299;3129;5946
;300;3129;5946
;301;3129;5946
;302;3129;5946
;303;3136;5946
;304;3129;5946
;305;3129;5946
;306;3129;5953
;307;3129;5946
;308;3129;5946
;309;3129;5952
;310;3129;5945
;311;3129;5946
;312;3129;5953
;313;3129;5946
;314;3129;5946
;315;3129;5946
;316;3136;5946
;317;3129;5946
;318;3129;5946
;319;3136;5946
;320;3129;5946
;321;3129;5946
;322;3129;5953
;323;3129;5946
;324;3129;5946
;325;3129;5953
;326;3129;5946
;327;3129;5946
;328;3129;5946
;329;3129;5946
;330;3129;5946
;331;3129;5946
;332;3136;5946
;333;3129;5946
;334;3129;5946
;335;3129;5953
;336;3129;5946
;337;3129;5946
;338;3129;5953
;339;3129;5946
;340;3129;5946
;341;3129;5953
;342;3129;5946
;343;3129;5946
;344;3129;5946
;345;3129;5946
;346;3129;5946
;347;3129;5946
;348;3136;5946
;349;3129;5946
;350;3129;5946
;351;3129;5953
;352;3129;5946
;353;3129;5945
;354;3128;5952
;355;3129;5946
;356;3129;5946
;357;3129;5953
;358;3129;5946
;359;3129;5946
;360;3129;5946
;361;3136;5946
;362;3129;5946
;363;3129;5946
;364;3136;5946
;365;3129;5946
;366;3129;5946
;367;3129;5953
;368;3129;5946
;369;3129;5946
;370;3129;5953
;371;3129;5946
;372;3129;5946
;373;3129;5946
;374;3129;5946
;375;3129;5946
;376;3129;5946
;377;3136;5946
;378;3129;5946
;379;3129;5946
;380;3129;5953
;381;3129;5946
;382;3129;5946
;383;3129;5953
;384;3129;5946
;385;3129;5946
;386;3129;5953
;387;3129;5946
;388;3129;5946
;389;3129;5946
;390;3136;5946
;391;3129;5946
;392;3129;5946
;393;3136;5946
;394;3129;5946
;395;3129;5946
;396;3129;5953
;397;3129;5945
;398;3128;5945
;399;3129;5953
;400;3129;5946
;401;3129;5946
;402;3129;5953
;403;3129;5946
;404;3129;5946
;405;3129;5946
;406;3136;5946
;407;3129;5946
;408;3129;5946
;409;3129;5953
;410;3129;5946
;411;3129;5946
;412;3129;5953
;413;3129;5946
;414;3129;5946
;415;3129;5953
