aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;3437;6917
;2;3437;6916
;3;3437;6923
;4;3437;6916
;5;3437;6916
;6;3437;6923
;7;3437;6916
;8;3437;6916
;9;3444;6916
;10;3437;6916
;11;3437;6916
;12;3444;6916
;13;3437;6916
;14;3437;6916
;15;3437;6916
;16;3437;6916
;17;3437;6923
;18;3437;6916
;19;3437;6916
;20;3437;6923
;21;3437;6916
;22;3437;6916
;23;3437;6923
;24;3437;6916
;25;3437;6916
;26;3437;6923
;27;3437;6916
;28;3437;6916
;29;3444;6916
;30;3437;6916
;31;3437;6916
;32;3444;6916
;33;3437;6916
;34;3437;6916
;35;3437;6916
;36;3437;6916
;37;3437;6923
;38;3437;6916
;39;3437;6916
;40;3437;6923
;41;3437;6916
;42;3437;6916
;43;3437;6923
;44;3437;6916
;45;3437;6917
;46;3438;6923
;47;3437;6916
;48;3437;6916
;49;3437;6923
;50;3437;6916
;51;3437;6916
;52;3444;6916
;53;3437;6916
;54;3437;6916
;55;3444;6916
;56;3437;6916
;57;3437;6923
;58;3437;6916
;59;3437;6916
;60;3437;6923
;61;3437;6916
;62;3437;6916
;63;3437;6923
;64;3437;6916
;65;3437;6916
;66;3437;6923
;67;3437;6916
;68;3437;6916
;69;3437;6923
;70;3437;6916
;71;3437;6916
;72;3444;6916
;73;3437;6916
;74;3437;6916
;75;3444;6916
;76;3437;6916
;77;3437;6916
;78;3437;6916
;79;3437;6916
;80;3437;6923
;81;3437;6916
;82;3437;6916
;83;3437;6923
;84;3437;6916
;85;3437;6916
;86;3437;6923
;87;3437;6916
;88;3437;6916
;89;3437;6923
;90;3438;6916
;91;3437;6916
;92;3444;6916
;93;3437;6916
;94;3437;6916
;95;3444;6916
;96;3437;6916
;97;3437;6916
;98;3437;6916
;99;3437;6916
;100;3437;6923
;101;3437;6916
;102;3437;6916
;103;3437;6923
;104;3437;6916
;105;3437;6916
;106;3437;6923
;107;3437;6916
;108;3437;6916
;109;3437;6923
;110;3437;6916
;111;3437;6916
;112;3444;6916
;113;3437;6916
;114;3437;6916
;115;3444;6916
;116;3437;6916
;117;3437;6916
;118;3437;6916
;119;3437;6916
;120;3437;6923
;121;3437;6916
;122;3437;6916
;123;3437;6923
;124;3437;6916
;125;3437;6916
;126;3437;6923
;127;3437;6916
;128;3437;6916
;129;3437;6923
;130;3437;6916
;131;3437;6916
;132;3444;6916
;133;3437;6917
;134;3437;6916
;135;3444;6916
;136;3437;6916
;137;3437;6916
;138;3437;6916
;139;3437;6916
;140;3437;6923
;141;3437;6916
;142;3437;6916
;143;3437;6923
;144;3437;6916
;145;3437;6916
;146;3437;6923
;147;3437;6916
;148;3437;6916
;149;3437;6923
;150;3437;6916
;151;3437;6916
;152;3444;6916
;153;3437;6916
;154;3437;6916
;155;3444;6916
;156;3437;6916
;157;3437;6916
;158;3437;6916
;159;3437;6916
;160;3437;6923
;161;3437;6916
;162;3437;6916
;163;3437;6923
;164;3437;6916
;165;3437;6916
;166;3437;6923
;167;3437;6916
;168;3437;6916
;169;3437;6923
;170;3437;6916
;171;3437;6916
;172;3444;6916
;173;3437;6916
;174;3437;6916
;175;3444;6916
;176;3437;6916
;177;3437;6917
;178;3437;6916
;179;3437;6916
;180;3437;6923
;181;3437;6916
;182;3437;6916
;183;3437;6923
;184;3437;6916
;185;3437;6916
;186;3437;6923
;187;3437;6916
;188;3437;6916
;189;3437;6923
;190;3437;6916
;191;3437;6916
;192;3444;6916
;193;3437;6916
;194;3437;6916
;195;3444;6916
;196;3437;6916
;197;3437;6916
;198;3437;6916
;199;3437;6916
;200;3437;6923
;201;3437;6916
;202;3437;6916
;203;3437;6923
;204;3437;6916
;205;3437;6916
;206;3437;6923
;207;3437;6916
;208;3437;6916
;209;3437;6923
;210;3437;6916
;211;3437;6916
;212;3444;6916
;213;3437;6916
;214;3437;6916
;215;3444;6916
;216;3437;6916
;217;3437;6916
;218;3437;6916
;219;3437;6916
;220;3437;6923
;221;3437;6917
;222;3438;6916
;223;3437;6923
;224;3437;6916
;225;3437;6916
;226;3437;6923
;227;3437;6916
;228;3437;6916
;229;3437;6923
;230;3437;6916
;231;3437;6916
;232;3444;6916
;233;3437;6916
;234;3437;6916
;235;3444;6916
;236;3437;6916
;237;3437;6916
;238;3444;6916
;239;3437;6916
;240;3437;6923
;241;3437;6916
;242;3437;6916
;243;3437;6923
;244;3437;6916
;245;3437;6916
;246;3437;6923
;247;3437;6916
;248;3437;6916
