RIOT native interrupts/signals initialized.
RIOT native board initialized.
RIOT native hardware initialization complete.

main(): This is RIOT! (Version: 2023.04-devel-199-g69c06)
Starting Benchmark ...
NUMBER OF ROUNDS: 1000
WORDLENGTH: 131072 BYTES
KEY SIZE: 16 BYTES
Mode: ELECTRONIC CODEBOOK
;1;0;1
;2;1;1
;3;0;1
;4;1;0
;5;0;1
;6;0;1
;7;1;0
;8;0;1
;9;1;0
;10;1;0
;11;0;0
;12;0;1
;13;0;0
;14;0;1
;15;1;0
;16;1;0
;17;0;1
;18;1;0
;19;0;0
;20;0;1
;21;1;0
;22;0;1
;23;1;0
;24;1;0
;25;0;0
;26;0;1
;27;0;0
;28;0;0
;29;0;1
;30;0;1
;31;1;0
;32;0;1
;33;0;1
;34;0;0
;35;0;0
;36;1;0
;37;0;1
;38;1;0
;39;0;1
;40;0;0
;41;1;0
;42;0;1
;43;0;0
;44;0;0
;45;0;1
;46;0;1
;47;1;1
;48;0;1
;49;2;1
;50;1;1
;51;1;1
;52;1;1
;53;0;1
;54;1;1
;55;1;1
;56;0;1
;57;1;1
;58;1;0
;59;0;0
;60;0;1
;61;1;1
;62;1;0
;63;0;1
;64;1;0
;65;1;0
;66;1;0
;67;0;1
;68;1;0
;69;1;0
;70;0;1
;71;0;0
;72;1;0
;73;0;0
;74;0;0
;75;0;1
;76;0;0
;77;1;0
;78;0;1
;79;0;0
;80;0;1
;81;1;0
;82;0;1
;83;1;0
;84;0;1
;85;0;1
;86;0;0
;87;1;0
;88;0;1
;89;0;0
;90;0;1
;91;0;0
;92;1;0
;93;1;0
;94;1;0
;95;1;0
;96;1;0
;97;0;0
;98;0;1
;99;1;1
;100;1;0
;101;1;0
;102;0;0
;103;0;1
;104;1;0
;105;0;0
;106;0;0
;107;0;0
;108;0;1
;109;0;0
;110;0;1
;111;1;0
;112;0;0
;113;0;0
;114;1;0
;115;0;0
;116;1;0
;117;0;1
;118;0;0
;119;0;1
;120;0;0
;121;1;0
;122;0;0
;123;0;1
;124;0;0
;125;1;0
;126;0;0
;127;0;0
;128;0;0
;129;0;0
;130;0;1
;131;0;0
;132;1;0
;133;0;0
;134;1;0
;135;1;0
;136;0;1
;137;0;1
;138;2;2
;139;0;0
;140;3;3
;141;1;0
;142;1;1
;143;1;0
;144;1;0
;145;2;1
;146;1;1
;147;0;1
;148;1;0
;149;1;2
;150;2;1
;151;3;1
;152;0;1
;153;0;1
;154;0;1
;155;0;1
;156;0;1
;157;1;0
;158;1;0
;159;1;1
;160;0;0
;161;0;0
;162;0;1
;163;0;0
;164;0;1
;165;0;0
;166;0;0
;167;1;0
;168;1;0
;169;1;0
;170;1;0
;171;0;0
;172;1;0
;173;0;0
;174;0;0
;175;0;0
;176;0;1
;177;0;1
;178;1;0
;179;0;0
;180;0;0
;181;0;0
;182;0;0
;183;0;1
;184;0;0
;185;0;1
;186;1;0
;187;0;0
;188;0;0
;189;0;0
;190;1;1
;191;0;1
;192;0;1
;193;0;1
;194;1;0
;195;1;0
;196;0;1
;197;0;0
;198;0;0
;199;0;1
;200;0;1
;201;0;0
;202;1;0
;203;1;0
;204;1;0
;205;0;1
;206;0;1
;207;0;0
;208;1;0
;209;0;1
;210;0;1
;211;0;1
;212;0;1
;213;0;1
