aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;760;1621
;2;761;1622
;3;761;1622
;4;760;1622
;5;761;1621
;6;761;1622
;7;761;1622
;8;760;1622
;9;761;1622
;10;760;1622
;11;760;1621
;12;761;1622
;13;760;1622
;14;761;1622
;15;761;1622
;16;761;1622
;17;761;1622
;18;760;1622
;19;760;1621
;20;760;1622
;21;761;1622
;22;760;1622
;23;760;1622
;24;761;1622
;25;761;1622
;26;761;1621
;27;760;1622
;28;760;1622
;29;761;1622
;30;761;1622
;31;761;1622
;32;760;1622
;33;760;1622
;34;761;1621
;35;760;1621
;36;760;1622
;37;760;1622
;38;760;1622
;39;761;1621
;40;760;1621
;41;760;1622
;42;760;1621
;43;760;1622
;44;760;1622
;45;761;1622
;46;760;1622
;47;761;1622
;48;760;1621
;49;760;1622
;50;761;1621
;51;760;1622
;52;761;1621
;53;761;1621
;54;760;1622
;55;761;1621
;56;760;1621
;57;761;1621
;58;760;1621
;59;761;1621
;60;761;1622
;61;760;1621
;62;760;1622
;63;760;1622
;64;761;1622
;65;761;1622
;66;760;1622
;67;760;1622
;68;760;1622
;69;760;1621
;70;760;1622
;71;761;1622
;72;761;1622
;73;761;1621
;74;761;1621
;75;761;1622
;76;760;1622
;77;761;1622
;78;760;1622
;79;760;1622
;80;761;1622
;81;760;1621
;82;761;1622
;83;760;1622
;84;761;1622
;85;761;1622
;86;761;1622
;87;761;1621
;88;760;1622
;89;760;1621
;90;760;1621
;91;761;1621
;92;760;1621
;93;761;1622
;94;761;1621
;95;760;1622
;96;761;1622
;97;761;1622
;98;761;1622
;99;760;1621
;100;761;1621
;101;760;1621
;102;761;1622
;103;761;1622
;104;760;1621
;105;761;1622
;106;760;1621
;107;760;1621
;108;760;1621
;109;761;1621
;110;760;1621
;111;761;1621
;112;760;1621
;113;761;1622
;114;760;1622
;115;760;1622
;116;761;1621
;117;761;1622
;118;761;1621
;119;760;1622
;120;760;1622
;121;760;1622
;122;760;1622
;123;761;1622
;124;760;1622
;125;761;1622
;126;761;1621
;127;760;1622
;128;760;1622
;129;761;1622
;130;760;1622
;131;760;1622
;132;761;1621
;133;761;1621
;134;760;1622
;135;761;1622
;136;761;1622
;137;760;1622
;138;760;1621
;139;761;1622
;140;760;1621
