aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;12969;29630
;2;12969;29646
;3;12968;29666
;4;12969;29645
;5;12968;29650
;6;12968;29640
;7;12968;29634
;8;12968;29656
;9;12969;29640
;10;12969;29640
;11;12968;29616
;12;12968;29631
;13;12968;29627
;14;12968;29643
;15;12968;29672
;16;12968;29642
;17;12969;29643
;18;12969;29671
;19;12968;29613
;20;12968;29643
;21;12969;29665
;22;12968;29651
;23;12968;29651
;24;12968;29613
;25;12968;29648
;26;12968;29640
;27;12969;29640
;28;12968;29635
;29;12968;29646
;30;12968;29666
;31;12968;29645
;32;12969;29625
;33;12968;29633
;34;12969;29624
;35;12968;29621
;36;12969;29664
;37;12968;29635
;38;12968;29657
;39;12969;29645
;40;12968;29644
;41;12969;29632
;42;12968;29619
;43;12965;29616
;44;12969;29625
;45;12968;29645
;46;12968;29624
;47;12968;29634
;48;12969;29627
;49;12969;29630
;50;12968;29616
;51;12967;29646
;52;12968;29640
;53;12967;29629
;54;12969;29650
;55;12969;29614
;56;12968;29650
;57;12968;29628
;58;12968;29656
;59;12966;29640
;60;12968;29635
;61;12969;29640
;62;12969;29656
;63;12967;29623
;64;12969;29618
;65;12969;29626
;66;12968;29646
;67;12968;29645
;68;12968;29646
;69;12968;29656
;70;12968;29636
;71;12968;29646
;72;12968;29661
;73;12968;29672
;74;12968;29616
;75;12968;29640
;76;12965;29658
;77;12967;29632
;78;12969;29643
;79;12969;29663
;80;12969;29618
;81;12969;29625
;82;12968;29635
;83;12969;29623
;84;12969;29640
;85;12968;29637
;86;12968;29640
;87;12966;29630
;88;12967;29629
;89;12968;29651
;90;12968;29629
;91;12968;29635
;92;12969;29662
;93;12969;29624
;94;12967;29656
;95;12968;29635
;96;12969;29640
;97;12969;29656
;98;12968;29645
;99;12969;29630
;100;12969;29614
;101;12968;29640
;102;12969;29629
;103;12969;29629
;104;12968;29650
;105;12969;29659
;106;12966;29640
;107;12970;29640
;108;12968;29616
;109;12970;29662
;110;12968;29635
;111;12968;29649
;112;12969;29649
;113;12968;29640
;114;12967;29635
;115;12969;29621
;116;12968;29656
;117;12969;29630
;118;12968;29653
;119;12967;29627
;120;12968;29632
;121;12969;29631
;122;12970;29638
;123;12968;29648
;124;12965;29627
;125;12968;29636
;126;12968;29641
;127;12967;29642
;128;12969;29635
;129;12969;29645
;130;12968;29625
;131;12968;29645
;132;12969;29627
;133;12968;29613
;134;12967;29668
;135;12967;29621
;136;12969;29635
;137;12969;29636
;138;12966;29653
;139;12968;29654
;140;12968;29672
;141;12969;29662
;142;12968;29682
;143;12970;29640
;144;12969;29634
;145;12969;29624
;146;12968;29635
;147;12969;29629
;148;12968;29656
;149;12969;29629
;150;12969;29629
;151;12968;29643
;152;12968;29639
;153;12966;29630
;154;12968;29616
;155;12969;29622
;156;12968;29624
;157;12967;29598
;158;12970;29632
;159;12969;29629
;160;12969;29639
;161;12968;29628
;162;12969;29656
;163;12966;29621
;164;12968;29650
;165;12969;29640
;166;12969;29614
;167;12968;29645
;168;12968;29640
;169;12968;29630
;170;12966;29645
;171;12969;29641
;172;12968;29661
;173;12969;29640
;174;12970;29646
;175;12968;29643
;176;12969;29640
;177;12969;29645
;178;12969;29651
;179;12968;29646
;180;12969;29639
;181;12968;29667
;182;12968;29640
;183;12969;29613
;184;12968;29640
;185;12969;29627
;186;12968;29662
;187;12968;29647
;188;12969;29640
;189;12968;29651
;190;12968;29611
;191;12969;29657
;192;12968;29619
;193;12969;29645
;194;12970;29635
;195;12967;29645
;196;12968;29624
;197;12968;29640
;198;12969;29638
;199;12968;29624
;200;12968;29629
;201;12969;29645
;202;12968;29630
;203;12968;29640
;204;12969;29637
;205;12970;29645
;206;12968;29656
;207;12965;29632
;208;12968;29639
;209;12968;29640
;210;12968;29634
;211;12969;29629
;212;12969;29623
;213;12969;29640
;214;12968;29640
;215;12968;29651
;216;12967;29590
;217;12968;29630
;218;12968;29668
;219;12967;29629
;220;12969;29640
;221;12969;29616
;222;12968;29664
;223;12969;29635
;224;12968;29655
;225;12968;29656
;226;12969;29624
;227;12968;29645
;228;12968;29651
;229;12968;29629
;230;12968;29638
;231;12968;29611
;232;12968;29630
;233;12969;29651
;234;12968;29651
;235;12968;29651
;236;12968;29615
;237;12969;29639
;238;12968;29639
;239;12968;29679
;240;12968;29658
;241;12968;29651
;242;12967;29605
;243;12969;29653
;244;12969;29634
;245;12968;29645
;246;12968;29643
;247;12968;29635
;248;12968;29614
;249;12968;29638
;250;12968;29618
;251;12967;29643
;252;12969;29648
;253;12968;29654
;254;12968;29625
;255;12969;29678
;256;12969;29640
;257;12969;29639
;258;12968;29616
;259;12969;29657
;260;12968;29661
;261;12968;29632
;262;12968;29642
;263;12968;29606
;264;12968;29645
;265;12968;29654
;266;12969;29616
;267;12969;29640
;268;12968;29630
;269;12969;29643
;270;12968;29624
;271;12969;29650
;272;12968;29650
;273;12969;29640
;274;12969;29651
;275;12968;29626
;276;12968;29656
;277;12969;29651
;278;12968;29656
;279;12968;29648
;280;12968;29643
;281;12964;29627
;282;12969;29650
;283;12969;29630
;284;12968;29629
;285;12969;29635
;286;12969;29640
;287;12969;29640
;288;12968;29656
;289;12968;29659
;290;12967;29637
;291;12968;29626
;292;12970;29649
;293;12968;29642
;294;12968;29649
;295;12968;29601
;296;12968;29653
;297;12969;29644
;298;12968;29618
;299;12968;29630
;300;12968;29640
;301;12967;29632
;302;12968;29616
;303;12968;29635
;304;12968;29642
;305;12969;29630
;306;12968;29625
;307;12968;29654
;308;12967;29662
;309;12968;29629
;310;12968;29627
;311;12968;29644
;312;12970;29630
;313;12969;29622
;314;12968;29646
;315;12967;29645
;316;12969;29640
;317;12969;29645
;318;12968;29648
;319;12969;29661
;320;12968;29606
;321;12969;29667
;322;12968;29634
;323;12968;29640
;324;12968;29634
;325;12969;29624
;326;12970;29645
;327;12969;29643
;328;12968;29645
;329;12968;29659
;330;12968;29633
;331;12968;29641
;332;12969;29642
;333;12968;29651
;334;12968;29629
;335;12969;29646
;336;12969;29645
;337;12968;29635
;338;12968;29645
;339;12967;29603
;340;12970;29675
;341;12969;29637
;342;12968;29643
;343;12969;29645
;344;12969;29651
;345;12969;29624
;346;12968;29642
;347;12968;29640
;348;12969;29653
;349;12968;29635
;350;12968;29651
;351;12968;29646
;352;12969;29635
;353;12968;29656
;354;12969;29629
;355;12968;29635
;356;12968;29661
;357;12969;29630
;358;12968;29637
;359;12968;29631
;360;12968;29630
;361;12969;29642
;362;12969;29608
;363;12968;29635
;364;12968;29629
;365;12968;29644
;366;12968;29633
;367;12968;29627
;368;12969;29645
;369;12969;29624
;370;12968;29624
;371;12967;29647
;372;12966;29627
;373;12968;29645
;374;12968;29628
;375;12969;29640
;376;12969;29639
;377;12968;29624
;378;12969;29654
;379;12967;29621
;380;12969;29641
;381;12968;29645
;382;12967;29654
;383;12968;29632
;384;12967;29634
;385;12969;29624
;386;12969;29673
;387;12968;29629
;388;12968;29627
;389;12969;29638
;390;12969;29619
;391;12968;29636
;392;12968;29629
;393;12969;29640
;394;12967;29630
;395;12968;29634
;396;12968;29620
;397;12967;29654
;398;12968;29629
;399;12969;29666
;400;12968;29656
;401;12969;29661
;402;12967;29634
