aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;3253;7415
;2;3252;7411
;3;3252;7416
;4;3253;7414
;5;3253;7427
;6;3253;7424
;7;3253;7418
;8;3252;7416
;9;3253;7415
;10;3253;7422
;11;3253;7415
;12;3253;7426
;13;3252;7417
;14;3253;7415
;15;3253;7418
;16;3253;7426
;17;3253;7421
;18;3252;7428
;19;3253;7417
;20;3253;7424
;21;3253;7424
;22;3253;7420
;23;3253;7419
;24;3252;7422
;25;3253;7415
;26;3253;7423
;27;3252;7418
;28;3253;7414
;29;3253;7414
;30;3253;7420
;31;3253;7414
;32;3253;7423
;33;3253;7421
;34;3253;7416
;35;3252;7427
;36;3253;7412
;37;3252;7420
;38;3253;7416
;39;3253;7420
;40;3253;7421
;41;3253;7413
;42;3253;7422
;43;3253;7414
;44;3253;7410
;45;3253;7415
;46;3252;7422
;47;3253;7413
;48;3253;7416
;49;3253;7415
;50;3253;7419
;51;3252;7423
;52;3252;7415
;53;3253;7412
;54;3252;7415
;55;3253;7420
;56;3253;7416
;57;3253;7423
;58;3253;7415
;59;3253;7418
;60;3253;7418
;61;3253;7418
;62;3253;7420
;63;3253;7422
;64;3253;7415
;65;3253;7415
;66;3253;7419
;67;3253;7421
;68;3253;7421
;69;3253;7423
;70;3253;7421
;71;3253;7426
;72;3253;7419
;73;3253;7423
;74;3253;7419
;75;3253;7424
;76;3253;7414
;77;3253;7419
;78;3253;7422
;79;3252;7417
;80;3253;7419
;81;3252;7418
;82;3253;7425
;83;3252;7414
;84;3253;7417
;85;3253;7419
;86;3252;7422
;87;3253;7418
;88;3252;7411
;89;3253;7423
;90;3253;7420
;91;3253;7419
;92;3253;7426
;93;3253;7416
;94;3253;7416
;95;3252;7420
;96;3253;7426
;97;3253;7424
;98;3253;7413
;99;3252;7420
;100;3253;7420
;101;3253;7420
;102;3253;7416
;103;3253;7417
;104;3254;7422
;105;3253;7416
;106;3252;7413
;107;3252;7416
;108;3253;7416
;109;3253;7425
;110;3253;7419
;111;3253;7426
;112;3253;7422
;113;3253;7417
;114;3252;7420
;115;3253;7423
;116;3253;7418
;117;3253;7418
;118;3252;7423
;119;3253;7414
;120;3253;7427
;121;3253;7419
;122;3253;7415
;123;3253;7418
;124;3253;7420
;125;3253;7426
;126;3253;7416
;127;3253;7415
;128;3253;7419
;129;3253;7418
;130;3253;7413
;131;3253;7417
;132;3253;7415
;133;3253;7413
;134;3253;7423
;135;3253;7426
;136;3252;7413
;137;3253;7413
;138;3253;7411
;139;3252;7423
;140;3253;7419
;141;3253;7416
;142;3253;7418
;143;3252;7422
;144;3253;7420
;145;3253;7420
;146;3253;7422
;147;3253;7420
;148;3253;7419
;149;3252;7416
;150;3253;7420
;151;3252;7416
;152;3253;7415
;153;3253;7419
;154;3252;7412
;155;3252;7417
;156;3253;7417
;157;3253;7415
;158;3253;7416
;159;3252;7416
;160;3253;7420
;161;3253;7419
;162;3253;7422
;163;3253;7417
;164;3252;7415
;165;3252;7420
;166;3253;7418
;167;3253;7416
;168;3253;7414
;169;3252;7422
;170;3252;7423
;171;3253;7420
;172;3253;7418
;173;3253;7416
;174;3253;7426
;175;3253;7425
;176;3252;7417
;177;3253;7420
;178;3253;7414
;179;3253;7413
;180;3252;7418
;181;3252;7421
;182;3252;7414
;183;3252;7419
;184;3253;7411
;185;3252;7422
;186;3253;7421
;187;3253;7421
;188;3253;7411
;189;3253;7413
;190;3253;7414
;191;3253;7413
;192;3252;7422
;193;3253;7417
;194;3253;7414
;195;3253;7416
;196;3252;7416
;197;3252;7422
;198;3252;7413
;199;3253;7420
;200;3253;7412
;201;3253;7417
;202;3252;7418
;203;3253;7423
;204;3253;7420
;205;3253;7418
;206;3253;7420
;207;3253;7424
;208;3252;7417
;209;3253;7415
;210;3253;7423
;211;3253;7427
;212;3253;7423
;213;3253;7422
;214;3253;7421
;215;3253;7413
;216;3253;7427
;217;3253;7415
;218;3253;7413
;219;3252;7413
;220;3253;7415
;221;3252;7419
;222;3253;7414
;223;3253;7420
;224;3253;7423
;225;3252;7420
;226;3252;7419
;227;3252;7410
;228;3253;7419
;229;3253;7423
;230;3253;7426
;231;3253;7424
;232;3253;7413
;233;3253;7415
;234;3253;7408
;235;3253;7411
;236;3252;7410
;237;3253;7416
;238;3253;7416
;239;3253;7419
;240;3253;7419
;241;3253;7429
;242;3252;7419
;243;3252;7426
;244;3252;7425
;245;3252;7418
;246;3253;7419
;247;3253;7424
;248;3252;7416
;249;3252;7421
;250;3252;7418
;251;3253;7419
;252;3252;7423
;253;3253;7421
;254;3252;7420
;255;3252;7424
;256;3252;7417
;257;3253;7425
;258;3253;7411
;259;3253;7416
;260;3253;7412
;261;3253;7418
;262;3253;7420
;263;3252;7419
;264;3253;7418
;265;3253;7418
;266;3253;7418
;267;3253;7425
;268;3252;7416
;269;3253;7419
;270;3252;7422
;271;3253;7422
;272;3253;7416
;273;3253;7417
;274;3252;7417
;275;3253;7425
;276;3253;7412
;277;3252;7423
;278;3253;7418
;279;3252;7417
;280;3253;7417
;281;3253;7424
;282;3253;7413
;283;3253;7412
;284;3253;7416
;285;3253;7419
;286;3253;7420
;287;3252;7414
;288;3253;7419
;289;3252;7416
;290;3253;7420
;291;3253;7423
;292;3253;7424
;293;3252;7420
;294;3253;7421
;295;3253;7422
;296;3253;7418
;297;3252;7423
;298;3253;7420
;299;3253;7421
;300;3253;7422
;301;3253;7413
;302;3253;7417
;303;3253;7414
;304;3253;7411
;305;3252;7421
;306;3252;7413
;307;3253;7423
;308;3253;7420
;309;3252;7408
;310;3253;7413
;311;3253;7415
;312;3253;7414
;313;3253;7420
;314;3253;7418
;315;3253;7415
;316;3252;7412
;317;3253;7422
;318;3253;7418
;319;3252;7418
;320;3253;7421
;321;3253;7419
;322;3253;7422
;323;3252;7420
;324;3253;7417
;325;3253;7414
;326;3253;7422
;327;3252;7413
;328;3252;7418
;329;3253;7420
;330;3253;7423
;331;3253;7426
;332;3252;7426
;333;3253;7425
;334;3252;7421
;335;3253;7426
;336;3253;7417
;337;3253;7419
;338;3253;7415
;339;3253;7418
;340;3253;7417
;341;3253;7421
;342;3253;7414
;343;3253;7423
;344;3253;7419
;345;3253;7418
;346;3253;7416
;347;3253;7416
;348;3253;7423
;349;3253;7415
;350;3253;7411
;351;3252;7415
;352;3252;7422
;353;3253;7414
;354;3253;7417
;355;3253;7418
;356;3253;7416
;357;3253;7421
;358;3252;7416
;359;3252;7415
;360;3252;7420
;361;3253;7417
;362;3253;7419
;363;3253;7414
;364;3252;7421
;365;3252;7423
;366;3253;7420
;367;3252;7420
;368;3252;7416
;369;3253;7419
;370;3253;7417
