aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;44;87
;2;44;88
;3;44;87
;4;45;87
;5;44;87
;6;45;87
;7;44;87
;8;45;87
;9;44;87
;10;45;87
;11;45;87
;12;45;87
;13;45;87
;14;45;87
;15;45;87
;16;45;87
;17;45;87
;18;45;87
;19;45;87
;20;45;87
;21;45;87
;22;45;87
;23;45;87
;24;45;87
;25;45;87
;26;45;87
;27;45;87
;28;45;87
;29;45;87
;30;45;87
;31;45;87
;32;45;87
;33;45;87
;34;45;87
;35;45;87
;36;45;87
;37;45;87
;38;45;87
;39;45;87
;40;45;87
;41;45;87
;42;45;87
;43;45;87
;44;45;87
;45;45;87
;46;45;87
;47;45;87
;48;45;87
;49;45;87
;50;45;87
;51;45;87
;52;45;87
;53;45;87
;54;45;87
;55;45;87
;56;45;87
;57;45;87
;58;45;87
;59;45;87
;60;45;87
;61;45;87
;62;45;87
;63;45;87
;64;45;87
;65;45;87
;66;45;87
;67;45;87
;68;45;87
;69;45;87
;70;45;87
;71;45;87
;72;45;87
;73;45;87
;74;45;87
;75;45;87
;76;45;87
;77;45;87
;78;45;87
;79;45;87
;80;45;87
;81;44;87
;82;44;87
;83;44;87
;84;44;87
;85;44;87
;86;44;87
;87;44;87
;88;45;87
;89;45;87
;90;45;87
;91;44;87
;92;44;87
;93;44;87
;94;44;87
;95;44;87
;96;44;87
;97;44;87
;98;45;87
;99;45;87
;100;45;87
;101;45;87
;102;45;87
;103;44;87
;104;44;87
;105;44;87
;106;44;87
;107;44;87
;108;44;87
;109;44;87
;110;45;87
;111;45;87
;112;45;87
;113;44;87
;114;44;87
;115;44;87
;116;44;87
;117;44;87
;118;44;87
;119;44;87
;120;45;87
;121;45;87
;122;45;94
;123;44;87
;124;45;87
;125;45;87
;126;45;87
;127;44;87
;128;44;87
;129;44;87
;130;44;87
;131;44;87
;132;44;87
;133;44;87
;134;44;87
;135;44;87
;136;44;87
;137;44;87
;138;44;87
;139;44;87
;140;44;87
;141;44;87
;142;44;87
;143;44;87
;144;44;87
;145;44;87
;146;44;87
;147;44;87
;148;44;87
;149;44;87
;150;44;87
;151;44;87
;152;44;87
;153;44;87
;154;44;87
;155;44;87
;156;44;87
;157;44;87
;158;44;87
;159;44;87
;160;44;87
;161;44;87
;162;44;87
;163;44;87
;164;44;87
;165;44;87
;166;44;87
;167;44;87
;168;44;87
;169;44;87
;170;44;87
;171;44;87
;172;44;87
;173;44;87
;174;44;87
;175;44;87
;176;44;87
;177;44;87
;178;44;87
;179;44;87
;180;44;87
;181;44;87
;182;44;87
;183;44;87
;184;44;87
;185;45;87
;186;45;87
;187;45;87
;188;45;87
;189;45;87
;190;45;87
;191;45;87
;192;45;87
;193;45;87
;194;45;87
;195;45;87
;196;45;87
;197;45;87
;198;45;87
;199;45;87
;200;45;87
;201;45;87
;202;45;87
;203;45;87
;204;45;87
;205;45;87
;206;45;87
;207;45;87
;208;45;87
;209;45;87
;210;45;87
;211;45;87
;212;45;87
;213;45;87
;214;45;87
;215;45;87
;216;45;87
;217;45;87
;218;45;87
;219;45;87
;220;45;87
;221;45;87
;222;45;87
;223;45;87
;224;45;87
;225;45;87
;226;45;87
;227;45;87
;228;45;87
;229;45;87
;230;45;87
;231;45;87
;232;45;87
;233;45;87
;234;45;87
;235;45;87
;236;45;87
;237;45;87
;238;45;87
;239;45;87
;240;45;87
;241;45;87
;242;45;87
;243;45;87
;244;45;87
;245;45;87
;246;45;87
;247;45;87
;248;45;87
;249;45;87
;250;45;87
;251;45;87
;252;45;87
;253;45;87
;254;45;87
;255;45;87
;256;45;87
;257;45;87
;258;45;87
;259;45;87
;260;45;87
;261;45;87
;262;45;87
;263;45;87
;264;45;87
;265;45;87
;266;45;87
;267;45;87
;268;45;87
;269;45;87
;270;45;87
;271;45;87
;272;45;87
;273;45;87
;274;45;87
;275;45;87
;276;45;87
;277;45;87
;278;45;87
;279;45;87
;280;45;87
;281;45;87
;282;45;87
;283;45;87
;284;45;87
;285;45;87
;286;45;87
;287;45;87
;288;45;87
;289;45;87
;290;45;87
;291;45;87
;292;45;87
;293;45;87
;294;45;87
;295;45;87
;296;45;87
;297;45;87
;298;45;87
;299;45;87
;300;45;87
;301;45;87
;302;45;87
;303;45;87
;304;45;87
;305;45;87
;306;45;87
;307;45;87
;308;44;87
;309;44;87
;310;44;87
;311;44;87
;312;44;87
;313;44;87
;314;44;87
;315;44;87
;316;44;87
;317;44;87
;318;44;87
;319;44;87
;320;44;87
;321;44;87
;322;44;87
;323;44;87
;324;44;87
;325;44;87
;326;44;87
;327;44;87
