aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;49;101
;2;49;102
;3;48;101
;4;49;101
;5;49;101
;6;49;101
;7;48;101
;8;48;101
;9;48;101
;10;48;101
;11;49;101
;12;48;101
;13;48;101
;14;49;101
;15;48;101
;16;48;101
;17;48;101
;18;49;101
;19;48;101
;20;48;101
;21;49;101
;22;48;101
;23;48;101
;24;49;101
;25;48;101
;26;48;101
;27;48;101
;28;49;101
;29;48;101
;30;48;101
;31;49;101
;32;48;101
;33;48;101
;34;49;101
;35;48;101
;36;48;101
;37;49;102
;38;48;101
;39;48;101
;40;48;101
;41;49;101
;42;48;101
;43;48;101
;44;49;101
;45;48;101
;46;48;101
;47;49;101
;48;48;101
;49;48;101
;50;48;101
;51;49;101
;52;48;101
;53;48;101
;54;49;101
;55;48;101
;56;48;101
;57;49;101
;58;48;101
;59;48;101
;60;48;101
;61;49;101
;62;48;101
;63;48;101
;64;49;101
;65;48;101
;66;48;101
;67;49;101
;68;48;101
;69;48;101
;70;48;101
;71;49;101
;72;48;101
;73;48;101
;74;49;101
;75;48;101
;76;48;101
;77;49;102
;78;49;101
;79;48;101
;80;48;101
;81;48;101
;82;48;101
;83;48;101
;84;48;101
;85;49;101
;86;49;101
;87;49;101
;88;48;101
;89;48;101
;90;48;101
;91;48;101
;92;48;101
;93;48;101
;94;48;101
;95;49;101
;96;49;101
;97;49;101
;98;48;101
;99;48;101
;100;48;101
;101;48;101
;102;48;101
;103;49;101
;104;49;101
;105;49;101
;106;48;101
;107;48;101
;108;48;101
;109;48;101
;110;48;101
;111;48;101
;112;48;101
;113;49;101
;114;49;101
;115;49;101
;116;48;101
;117;48;101
;118;48;101
;119;48;101
;120;48;101
;121;49;101
;122;49;101
;123;49;101
;124;48;101
;125;48;101
;126;48;101
;127;48;101
;128;48;101
;129;48;101
;130;48;101
;131;48;101
;132;48;101
;133;48;101
;134;48;101
;135;48;101
;136;48;101
;137;48;101
;138;48;101
;139;48;101
;140;48;101
;141;48;101
;142;48;101
;143;48;101
;144;48;101
;145;48;101
;146;48;101
;147;48;101
;148;48;101
;149;48;101
;150;48;101
;151;48;101
;152;48;101
;153;48;101
;154;48;101
;155;48;101
;156;48;101
;157;48;101
;158;48;101
;159;48;101
;160;48;101
;161;48;101
;162;48;101
;163;48;101
;164;48;101
;165;48;101
;166;48;101
;167;48;101
;168;48;101
;169;48;101
;170;48;101
;171;48;101
;172;48;101
;173;48;101
;174;48;101
;175;48;101
;176;48;101
;177;48;101
;178;48;101
;179;48;101
;180;48;101
;181;48;101
;182;48;101
;183;48;101
;184;48;101
;185;48;101
;186;48;101
;187;48;101
;188;48;101
;189;48;101
;190;48;101
;191;48;101
;192;48;101
;193;48;101
;194;48;101
;195;49;101
;196;49;101
;197;49;101
;198;49;101
;199;49;101
;200;49;101
;201;49;101
;202;49;101
;203;49;101
;204;49;101
;205;49;101
;206;49;101
;207;49;101
;208;49;101
;209;49;101
;210;49;101
;211;49;101
;212;49;101
;213;49;101
;214;49;101
;215;49;101
;216;49;101
;217;49;101
;218;49;101
;219;49;101
;220;49;101
;221;49;101
;222;49;101
;223;49;101
;224;49;101
;225;49;101
;226;49;101
;227;49;101
;228;49;101
;229;49;101
;230;49;101
;231;49;101
;232;49;101
;233;49;101
;234;48;101
;235;48;101
;236;48;101
;237;48;101
;238;48;101
;239;48;101
;240;48;101
;241;48;101
;242;48;101
;243;48;101
;244;48;101
;245;48;101
;246;48;101
;247;48;101
;248;48;101
;249;48;101
;250;48;101
;251;48;101
;252;48;101
;253;48;101
;254;48;101
;255;48;101
;256;48;101
;257;48;101
