aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;1;43;89
;2;43;89
;3;44;89
;4;44;89
;5;44;89
;6;44;89
;7;44;89
;8;44;89
;9;44;89
;10;44;89
;11;44;89
;12;44;89
;13;44;89
;14;44;89
;15;44;89
;16;44;89
;17;44;89
;18;44;89
;19;44;89
;20;44;89
;21;44;89
;22;44;89
;23;44;89
;24;44;89
;25;44;89
;26;44;89
;27;44;89
;28;44;89
;29;44;89
;30;44;89
;31;44;89
;32;44;89
;33;44;89
;34;44;89
;35;44;89
;36;44;89
;37;44;89
;38;44;89
;39;44;89
;40;44;89
;41;44;89
;42;44;89
;43;44;89
;44;44;89
;45;44;89
;46;44;89
;47;44;89
;48;44;89
;49;44;89
;50;44;89
;51;44;89
;52;44;89
;53;44;89
;54;44;89
;55;44;89
;56;44;89
;57;44;89
;58;44;89
;59;44;89
;60;44;89
;61;44;89
;62;44;89
;63;44;89
;64;44;89
;65;44;89
;66;44;89
;67;44;89
;68;44;89
;69;44;89
;70;44;89
;71;44;89
;72;44;89
;73;44;89
;74;44;89
;75;44;89
;76;44;89
;77;44;89
;78;44;89
;79;44;89
;80;44;96
;81;44;89
;82;44;89
;83;44;89
;84;44;89
;85;44;89
;86;44;89
;87;44;89
;88;44;89
;89;44;89
;90;44;89
;91;44;89
;92;44;89
;93;44;89
;94;44;89
;95;44;89
;96;44;89
;97;44;89
;98;44;89
;99;44;89
;100;44;89
;101;44;89
;102;44;89
;103;44;89
;104;44;89
;105;44;89
;106;44;89
;107;44;89
;108;44;89
;109;44;89
;110;44;89
;111;44;89
;112;44;89
;113;44;89
;114;44;89
;115;44;89
;116;44;89
;117;44;89
;118;44;89
;119;44;89
;120;44;89
;121;44;89
;122;43;89
;123;44;89
;124;44;89
;125;44;89
;126;44;89
;127;44;89
;128;44;89
;129;44;89
;130;44;89
;131;44;89
;132;44;89
;133;44;89
;134;44;89
;135;44;89
;136;44;89
;137;44;89
;138;44;89
;139;44;89
;140;44;89
;141;44;89
;142;44;89
;143;44;89
;144;44;89
;145;44;89
;146;44;89
;147;44;89
;148;44;89
;149;44;89
;150;44;89
;151;44;89
;152;44;89
;153;44;89
;154;44;89
;155;44;89
;156;44;89
;157;44;89
;158;44;89
;159;44;89
;160;44;89
;161;44;89
;162;44;89
;163;44;89
;164;44;89
;165;44;89
;166;44;89
;167;44;89
;168;44;89
;169;44;89
;170;44;89
;171;44;89
;172;44;89
;173;44;89
;174;44;89
;175;44;89
;176;44;89
;177;44;89
;178;44;89
;179;44;89
;180;44;89
;181;44;89
;182;44;89
;183;44;89
;184;44;89
;185;44;89
;186;44;89
;187;44;89
;188;44;89
;189;44;89
;190;44;89
;191;44;89
;192;44;89
;193;44;89
;194;44;89
;195;44;89
;196;44;89
;197;44;89
;198;44;89
;199;44;89
;200;44;89
;201;44;89
;202;44;89
;203;44;89
;204;44;89
;205;44;89
;206;44;89
;207;44;89
;208;44;89
;209;44;89
;210;44;89
;211;44;89
;212;44;89
;213;44;89
